long,latt,location
0.18877,52.06251,"0.18877,52.06251"
0.12223,52.20744,"0.12223,52.20744"
1.00441,52.34411,"1.00441,52.34411"
-0.0242,52.21095,"-0.0242,52.21095"
0.74792,52.41585,"0.74792,52.41585"
0.75166,52.41286,"0.75166,52.41286"
-0.09324,52.0327,"-0.09324,52.0327"
0.16674,52.18891,"0.16674,52.18891"
0.18877,52.06251,"0.18877,52.06251"
0.87746,52.28494,"0.87746,52.28494"
0.42169,52.08772,"0.42169,52.08772"
0.14163,52.18397,"0.14163,52.18397"
0.26577,52.21981,"0.26577,52.21981"
0.03322,52.32675,"0.03322,52.32675"
0.71662,52.2548,"0.71662,52.2548"
0.13097,52.09616,"0.13097,52.09616"
0.15602,52.1093,"0.15602,52.1093"
0.00671,52.21785,"0.00671,52.21785"
0.00306,52.25835,"0.00306,52.25835"
0.18009,52.26655,"0.18009,52.26655"
0.13892,52.21909,"0.13892,52.21909"
0.08131,52.2137,"0.08131,52.2137"
0.12182,52.20534,"0.12182,52.20534"
0.25946,52.4012,"0.25946,52.4012"
0.4049,52.04833,"0.4049,52.04833"
0.00542,52.21334,"0.00542,52.21334"
-0.05661,52.2176,"-0.05661,52.2176"
-0.05661,52.2176,"-0.05661,52.2176"
0.27602,52.23721,"0.27602,52.23721"
0.99088,52.41103,"0.99088,52.41103"
0.73142,52.40112,"0.73142,52.40112"
0.17524,52.18335,"0.17524,52.18335"
-0.02026,52.04844,"-0.02026,52.04844"
0.1185,52.23013,"0.1185,52.23013"
1.10839,52.37649,"1.10839,52.37649"
1.10957,52.37599,"1.10957,52.37599"
0.01813,52.25456,"0.01813,52.25456"
0.18283,52.21349,"0.18283,52.21349"
0.11257,52.17148,"0.11257,52.17148"
0.11069,52.21947,"0.11069,52.21947"
0.01753,52.00069,"0.01753,52.00069"
0.07037,52.25629,"0.07037,52.25629"
0.07037,52.25629,"0.07037,52.25629"
0.32132,52.21602,"0.32132,52.21602"
0.14724,52.18732,"0.14724,52.18732"
0.15556,52.10365,"0.15556,52.10365"
0.88794,52.22476,"0.88794,52.22476"
0.88794,52.22476,"0.88794,52.22476"
0.20063,52.06624,"0.20063,52.06624"
0.43916,52.3005,"0.43916,52.3005"
0.18613,52.07853,"0.18613,52.07853"
0.10812,52.21785,"0.10812,52.21785"
0.60873,52.43987,"0.60873,52.43987"
0.11131,52.2362,"0.11131,52.2362"
0.43358,52.08704,"0.43358,52.08704"
0.33072,52.33793,"0.33072,52.33793"
0.29884,52.4517,"0.29884,52.4517"
0.8536,52.4568,"0.8536,52.4568"
0.80277,52.20429,"0.80277,52.20429"
0.53628,52.33759,"0.53628,52.33759"
0.24676,52.16443,"0.24676,52.16443"
0.03106,52.24876,"0.03106,52.24876"
0.24007,52.01756,"0.24007,52.01756"
0.1915,52.18477,"0.1915,52.18477"
0.15467,52.23578,"0.15467,52.23578"
0.69173,52.25195,"0.69173,52.25195"
0.69205,52.25107,"0.69205,52.25107"
0.63118,52.26677,"0.63118,52.26677"
0.14056,52.21785,"0.14056,52.21785"
0.01813,52.25456,"0.01813,52.25456"
0.13382,52.20781,"0.13382,52.20781"
0.16498,52.22497,"0.16498,52.22497"
0.30667,52.45673,"0.30667,52.45673"
0.16966,52.11527,"0.16966,52.11527"
0.15297,52.20258,"0.15297,52.20258"
0.14172,52.17506,"0.14172,52.17506"
0.21632,51.98329,"0.21632,51.98329"
0.15818,52.10273,"0.15818,52.10273"
0.17551,52.18875,"0.17551,52.18875"
0.46077,52.08151,"0.46077,52.08151"
0.63118,52.26677,"0.63118,52.26677"
0.01015,52.09096,"0.01015,52.09096"
0.92746,52.31115,"0.92746,52.31115"
0.39649,52.26255,"0.39649,52.26255"
0.18219,52.20304,"0.18219,52.20304"
0.29879,51.96877,"0.29879,51.96877"
0.31649,52.45136,"0.31649,52.45136"
0.07275,52.23178,"0.07275,52.23178"
0.08503,52.21709,"0.08503,52.21709"
0.69098,52.24449,"0.69098,52.24449"
0.69249,52.24463,"0.69249,52.24463"
-0.02051,52.20911,"-0.02051,52.20911"
0.24434,52.02768,"0.24434,52.02768"
-0.00904,52.26906,"-0.00904,52.26906"
0.05697,52.31637,"0.05697,52.31637"
0.18877,52.06251,"0.18877,52.06251"
0.38253,52.06513,"0.38253,52.06513"
0.76189,52.41534,"0.76189,52.41534"
0.01879,52.18524,"0.01879,52.18524"
0.70544,52.24073,"0.70544,52.24073"
0.44684,52.04067,"0.44684,52.04067"
0.15464,52.24129,"0.15464,52.24129"
0.76371,52.42376,"0.76371,52.42376"
1.11524,52.38083,"1.11524,52.38083"
1.11524,52.38083,"1.11524,52.38083"
0.15688,52.16808,"0.15688,52.16808"
-0.01048,52.27451,"-0.01048,52.27451"
0.40116,52.24453,"0.40116,52.24453"
0.40067,52.24073,"0.40067,52.24073"
0.07163,52.09439,"0.07163,52.09439"
0.76349,52.42017,"0.76349,52.42017"
0.27887,52.40852,"0.27887,52.40852"
0.14545,52.20525,"0.14545,52.20525"
0.22381,52.12958,"0.22381,52.12958"
0.4036,52.09311,"0.4036,52.09311"
0.07897,52.20514,"0.07897,52.20514"
0.07897,52.20514,"0.07897,52.20514"
-0.10693,52.22969,"-0.10693,52.22969"
0.70615,52.24465,"0.70615,52.24465"
0.79832,52.2288,"0.79832,52.2288"
-0.01741,52.04898,"-0.01741,52.04898"
0.50958,52.32432,"0.50958,52.32432"
-0.01729,52.21885,"-0.01729,52.21885"
0.80473,52.2587,"0.80473,52.2587"
0.80473,52.2587,"0.80473,52.2587"
0.26166,52.24288,"0.26166,52.24288"
0.25808,52.40302,"0.25808,52.40302"
0.70931,52.24504,"0.70931,52.24504"
0.27084,52.09892,"0.27084,52.09892"
-0.06476,52.22412,"-0.06476,52.22412"
0.01813,52.25456,"0.01813,52.25456"
0.76045,52.27597,"0.76045,52.27597"
0.21893,52.11723,"0.21893,52.11723"
0.21893,52.11723,"0.21893,52.11723"
0.39837,52.28698,"0.39837,52.28698"
0.00875,52.21368,"0.00875,52.21368"
0.73761,52.2392,"0.73761,52.2392"
0.69704,52.24722,"0.69704,52.24722"
0.44197,52.07558,"0.44197,52.07558"
0.81197,52.3519,"0.81197,52.3519"
0.13796,52.20563,"0.13796,52.20563"
0.18249,52.26621,"0.18249,52.26621"
0.13585,52.18891,"0.13585,52.18891"
0.41077,52.24662,"0.41077,52.24662"
0.23676,52.01897,"0.23676,52.01897"
0.23676,52.01897,"0.23676,52.01897"
0.66403,52.38609,"0.66403,52.38609"
0.7649,52.41923,"0.7649,52.41923"
0.44617,52.34719,"0.44617,52.34719"
0.06045,52.11491,"0.06045,52.11491"
0.74352,52.24484,"0.74352,52.24484"
0.22156,52.12535,"0.22156,52.12535"
0.40796,52.24488,"0.40796,52.24488"
0.12934,52.20075,"0.12934,52.20075"
0.12047,52.19242,"0.12047,52.19242"
0.12047,52.19242,"0.12047,52.19242"
-0.01195,52.18486,"-0.01195,52.18486"
0.39691,52.26062,"0.39691,52.26062"
0.11656,52.23316,"0.11656,52.23316"
0.11662,52.23361,"0.11662,52.23361"
0.13448,52.22534,"0.13448,52.22534"
0.1349,52.2275,"0.1349,52.2275"
0.6561,52.39133,"0.6561,52.39133"
0.10522,52.24465,"0.10522,52.24465"
0.03339,52.15261,"0.03339,52.15261"
0.04873,52.27774,"0.04873,52.27774"
0.58243,52.24169,"0.58243,52.24169"
0.13614,52.20916,"0.13614,52.20916"
0.41071,52.01288,"0.41071,52.01288"
0.41071,52.01288,"0.41071,52.01288"
0.12585,52.2873,"0.12585,52.2873"
0.80345,52.35447,"0.80345,52.35447"
0.10718,52.19808,"0.10718,52.19808"
0.53373,52.33818,"0.53373,52.33818"
0.17492,52.11681,"0.17492,52.11681"
0.17492,52.11681,"0.17492,52.11681"
-0.05737,52.2186,"-0.05737,52.2186"
0.12939,52.22483,"0.12939,52.22483"
-0.00904,52.26906,"-0.00904,52.26906"
0.11878,52.40928,"0.11878,52.40928"
0.66981,52.1597,"0.66981,52.1597"
0.17068,52.11959,"0.17068,52.11959"
0.32777,52.34407,"0.32777,52.34407"
-0.00904,52.26906,"-0.00904,52.26906"
0.14641,52.22255,"0.14641,52.22255"
0.12958,52.1963,"0.12958,52.1963"
0.7406,52.23895,"0.7406,52.23895"
0.426,52.07884,"0.426,52.07884"
0.12072,52.20378,"0.12072,52.20378"
0.14699,52.3541,"0.14699,52.3541"
0.70913,52.24386,"0.70913,52.24386"
0.17701,52.18861,"0.17701,52.18861"
0.13583,52.18889,"0.13583,52.18889"
0.50637,52.34766,"0.50637,52.34766"
0.41076,52.2463,"0.41076,52.2463"
-0.11553,52.24865,"-0.11553,52.24865"
0.40838,52.24629,"0.40838,52.24629"
0.6849,52.2403,"0.6849,52.2403"
-0.03845,52.05698,"-0.03845,52.05698"
0.14026,52.09766,"0.14026,52.09766"
0.14026,52.09766,"0.14026,52.09766"
-0.01055,52.26959,"-0.01055,52.26959"
0.16274,52.2123,"0.16274,52.2123"
0.22162,52.12604,"0.22162,52.12604"
0.04802,52.28006,"0.04802,52.28006"
0.41411,52.08248,"0.41411,52.08248"
0.2442,52.43198,"0.2442,52.43198"
0.08065,52.1772,"0.08065,52.1772"
0.26124,52.40093,"0.26124,52.40093"
0.16493,52.12149,"0.16493,52.12149"
0.16493,52.12149,"0.16493,52.12149"
0.41053,52.24416,"0.41053,52.24416"
0.41683,52.25063,"0.41683,52.25063"
0.24489,52.02647,"0.24489,52.02647"
0.26183,52.0234,"0.26183,52.0234"
0.12889,52.28492,"0.12889,52.28492"
-0.07923,52.21925,"-0.07923,52.21925"
0.41547,52.24253,"0.41547,52.24253"
0.43546,52.07357,"0.43546,52.07357"
0.18215,52.0852,"0.18215,52.0852"
0.91301,52.2369,"0.91301,52.2369"
0.91378,52.46502,"0.91378,52.46502"
0.5963,52.32863,"0.5963,52.32863"
-0.01656,52.04825,"-0.01656,52.04825"
0.08184,52.1388,"0.08184,52.1388"
0.70925,52.23161,"0.70925,52.23161"
0.15748,52.19907,"0.15748,52.19907"
0.12948,52.29643,"0.12948,52.29643"
0.60884,52.44167,"0.60884,52.44167"
0.77047,52.2734,"0.77047,52.2734"
0.74325,52.24351,"0.74325,52.24351"
0.68375,52.24926,"0.68375,52.24926"
0.69952,52.24805,"0.69952,52.24805"
0.10944,52.24404,"0.10944,52.24404"
0.63674,52.25858,"0.63674,52.25858"
0.23613,52.11387,"0.23613,52.11387"
0.23531,52.11177,"0.23531,52.11177"
0.69933,52.26066,"0.69933,52.26066"
0.51073,52.34311,"0.51073,52.34311"
0.94479,52.27098,"0.94479,52.27098"
0.09858,52.21442,"0.09858,52.21442"
0.29626,52.45822,"0.29626,52.45822"
0.17301,52.22038,"0.17301,52.22038"
0.17257,52.21848,"0.17257,52.21848"
0.12514,52.3902,"0.12514,52.3902"
0.24668,52.01272,"0.24668,52.01272"
0.1465,52.17955,"0.1465,52.17955"
0.13324,52.22279,"0.13324,52.22279"
0.13977,52.206,"0.13977,52.206"
0.02183,52.23969,"0.02183,52.23969"
0.41853,52.08329,"0.41853,52.08329"
0.33266,52.33952,"0.33266,52.33952"
0.69412,52.25149,"0.69412,52.25149"
0.69412,52.25149,"0.69412,52.25149"
0.84228,52.33839,"0.84228,52.33839"
0.71585,52.23985,"0.71585,52.23985"
0.73627,52.40821,"0.73627,52.40821"
0.73627,52.40821,"0.73627,52.40821"
0.08787,52.19721,"0.08787,52.19721"
0.13493,52.23497,"0.13493,52.23497"
0.71123,52.24875,"0.71123,52.24875"
0.71123,52.24875,"0.71123,52.24875"
0.11343,52.21048,"0.11343,52.21048"
0.30119,52.31163,"0.30119,52.31163"
0.49216,52.30389,"0.49216,52.30389"
0.11491,52.24462,"0.11491,52.24462"
0.26774,52.21848,"0.26774,52.21848"
0.61746,52.46306,"0.61746,52.46306"
-0.13784,52.0781,"-0.13784,52.0781"
0.6922,52.24629,"0.6922,52.24629"
0.82447,52.26942,"0.82447,52.26942"
0.24449,52.23622,"0.24449,52.23622"
0.71662,52.2548,"0.71662,52.2548"
0.11844,52.21946,"0.11844,52.21946"
0.70924,52.23148,"0.70924,52.23148"
0.68941,52.23657,"0.68941,52.23657"
0.3405,52.29834,"0.3405,52.29834"
0.84204,52.22939,"0.84204,52.22939"
0.1111,52.2125,"0.1111,52.2125"
0.69255,52.27585,"0.69255,52.27585"
0.68647,52.25132,"0.68647,52.25132"
0.153,52.18537,"0.153,52.18537"
0.04908,52.24373,"0.04908,52.24373"
0.4971,52.37011,"0.4971,52.37011"
-0.09013,52.20141,"-0.09013,52.20141"
0.43415,52.23585,"0.43415,52.23585"
0.43415,52.23585,"0.43415,52.23585"
0.38392,52.30778,"0.38392,52.30778"
0.38412,52.30801,"0.38412,52.30801"
0.10977,52.17026,"0.10977,52.17026"
0.10984,52.17032,"0.10984,52.17032"
0.31698,52.13409,"0.31698,52.13409"
0.39943,52.24148,"0.39943,52.24148"
0.39989,52.24184,"0.39989,52.24184"
0.41245,52.42965,"0.41245,52.42965"
-0.08608,52.19184,"-0.08608,52.19184"
0.49365,52.09521,"0.49365,52.09521"
0.15901,52.24479,"0.15901,52.24479"
0.151,52.19639,"0.151,52.19639"
0.15694,52.19808,"0.15694,52.19808"
0.33077,52.29297,"0.33077,52.29297"
0.02286,52.12462,"0.02286,52.12462"
0.15773,52.24441,"0.15773,52.24441"
0.10025,52.2063,"0.10025,52.2063"
0.38618,52.29775,"0.38618,52.29775"
0.02267,52.25432,"0.02267,52.25432"
0.0372,52.22485,"0.0372,52.22485"
0.43934,52.09005,"0.43934,52.09005"
0.71418,52.24871,"0.71418,52.24871"
-0.00872,52.04895,"-0.00872,52.04895"
0.78646,52.33245,"0.78646,52.33245"
0.68929,52.23038,"0.68929,52.23038"
0.19114,52.2663,"0.19114,52.2663"
0.51982,52.24844,"0.51982,52.24844"
0.1046,52.14616,"0.1046,52.14616"
0.51894,52.4159,"0.51894,52.4159"
0.12033,52.22842,"0.12033,52.22842"
-0.03281,52.05923,"-0.03281,52.05923"
0.24992,52.02313,"0.24992,52.02313"
0.13407,52.15168,"0.13407,52.15168"
0.13407,52.15168,"0.13407,52.15168"
-0.00904,52.26906,"-0.00904,52.26906"
0.22858,52.38638,"0.22858,52.38638"
0.77507,52.24048,"0.77507,52.24048"
0.13081,52.19688,"0.13081,52.19688"
0.07582,52.23151,"0.07582,52.23151"
0.22806,52.21589,"0.22806,52.21589"
0.63897,52.26321,"0.63897,52.26321"
0.45099,52.07052,"0.45099,52.07052"
1.12794,52.37385,"1.12794,52.37385"
0.2617,52.22878,"0.2617,52.22878"
0.07058,52.26078,"0.07058,52.26078"
0.14265,52.14438,"0.14265,52.14438"
0.02129,52.07908,"0.02129,52.07908"
0.2087,51.98227,"0.2087,51.98227"
0.02636,52.25563,"0.02636,52.25563"
0.02636,52.25563,"0.02636,52.25563"
0.12674,52.29087,"0.12674,52.29087"
0.71257,52.24719,"0.71257,52.24719"
-0.05851,52.08126,"-0.05851,52.08126"
0.72059,52.23833,"0.72059,52.23833"
0.72093,52.23807,"0.72093,52.23807"
0.83378,52.29966,"0.83378,52.29966"
0.16977,52.19581,"0.16977,52.19581"
0.25298,52.40915,"0.25298,52.40915"
0.24472,52.40058,"0.24472,52.40058"
0.16368,52.20652,"0.16368,52.20652"
0.13934,52.10519,"0.13934,52.10519"
0.41955,52.26754,"0.41955,52.26754"
0.40777,52.24929,"0.40777,52.24929"
0.2228,52.12701,"0.2228,52.12701"
0.53332,52.15102,"0.53332,52.15102"
0.53332,52.15102,"0.53332,52.15102"
0.17778,52.2203,"0.17778,52.2203"
0.2228,52.12701,"0.2228,52.12701"
0.02267,52.25432,"0.02267,52.25432"
0.81197,52.3519,"0.81197,52.3519"
0.14457,52.20837,"0.14457,52.20837"
-0.03813,52.08103,"-0.03813,52.08103"
0.25106,52.41036,"0.25106,52.41036"
0.25106,52.41036,"0.25106,52.41036"
0.03218,52.08181,"0.03218,52.08181"
0.41844,52.25191,"0.41844,52.25191"
0.41844,52.25191,"0.41844,52.25191"
0.33635,52.2702,"0.33635,52.2702"
-0.0222,52.04659,"-0.0222,52.04659"
0.32496,52.27672,"0.32496,52.27672"
0.03109,52.1113,"0.03109,52.1113"
0.45722,52.35793,"0.45722,52.35793"
0.29737,52.45173,"0.29737,52.45173"
0.31313,52.13397,"0.31313,52.13397"
0.85168,52.29444,"0.85168,52.29444"
-0.0553,52.22076,"-0.0553,52.22076"
0.37096,52.12202,"0.37096,52.12202"
0.37096,52.12202,"0.37096,52.12202"
0.73893,52.24262,"0.73893,52.24262"
0.30667,52.05492,"0.30667,52.05492"
0.02267,52.25432,"0.02267,52.25432"
-0.03281,52.05923,"-0.03281,52.05923"
0.74344,52.23936,"0.74344,52.23936"
0.6561,52.39133,"0.6561,52.39133"
0.2591,51.99022,"0.2591,51.99022"
0.27192,52.39893,"0.27192,52.39893"
0.25739,52.39809,"0.25739,52.39809"
0.71049,52.24292,"0.71049,52.24292"
0.1404,52.21272,"0.1404,52.21272"
0.29583,52.25211,"0.29583,52.25211"
0.79006,52.43954,"0.79006,52.43954"
0.41,52.24602,"0.41,52.24602"
0.39649,52.26255,"0.39649,52.26255"
0.28255,52.40848,"0.28255,52.40848"
0.15543,52.19977,"0.15543,52.19977"
0.38691,52.30085,"0.38691,52.30085"
0.22058,52.38176,"0.22058,52.38176"
-0.00394,52.29534,"-0.00394,52.29534"
0.39074,52.11587,"0.39074,52.11587"
0.26854,52.39573,"0.26854,52.39573"
0.11758,52.2187,"0.11758,52.2187"
0.09079,52.36663,"0.09079,52.36663"
0.43944,52.09185,"0.43944,52.09185"
-0.01741,52.04898,"-0.01741,52.04898"
0.52624,52.33554,"0.52624,52.33554"
0.52624,52.33554,"0.52624,52.33554"
0.09407,52.21708,"0.09407,52.21708"
0.31217,52.45324,"0.31217,52.45324"
0.69282,52.25002,"0.69282,52.25002"
0.40487,52.28418,"0.40487,52.28418"
0.71548,52.29933,"0.71548,52.29933"
0.71842,52.3008,"0.71842,52.3008"
0.13451,52.20327,"0.13451,52.20327"
0.69173,52.25195,"0.69173,52.25195"
0.69173,52.25195,"0.69173,52.25195"
0.41853,52.08329,"0.41853,52.08329"
0.08879,52.20971,"0.08879,52.20971"
0.34762,52.32159,"0.34762,52.32159"
0.18877,52.06251,"0.18877,52.06251"
0.81022,52.24872,"0.81022,52.24872"
0.25941,52.39623,"0.25941,52.39623"
0.75643,52.24359,"0.75643,52.24359"
0.12095,52.28896,"0.12095,52.28896"
0.26715,51.97658,"0.26715,51.97658"
1.11731,52.37099,"1.11731,52.37099"
0.16606,52.2438,"0.16606,52.2438"
0.74101,52.41349,"0.74101,52.41349"
0.52104,52.34734,"0.52104,52.34734"
0.71049,52.24292,"0.71049,52.24292"
0.70897,52.24323,"0.70897,52.24323"
0.06883,52.06125,"0.06883,52.06125"
0.41,52.24602,"0.41,52.24602"
0.40682,52.16497,"0.40682,52.16497"
0.52661,52.41917,"0.52661,52.41917"
0.31734,52.22101,"0.31734,52.22101"
0.13543,52.09601,"0.13543,52.09601"
0.13341,52.09168,"0.13341,52.09168"
0.2169,52.03826,"0.2169,52.03826"
0.42528,52.07289,"0.42528,52.07289"
-0.01055,52.26959,"-0.01055,52.26959"
-0.01055,52.26959,"-0.01055,52.26959"
0.08017,52.09665,"0.08017,52.09665"
0.40796,52.24488,"0.40796,52.24488"
0.45181,52.08625,"0.45181,52.08625"
0.04625,52.22061,"0.04625,52.22061"
0.13399,52.21652,"0.13399,52.21652"
0.16661,52.21451,"0.16661,52.21451"
0.16661,52.21451,"0.16661,52.21451"
0.20731,52.39218,"0.20731,52.39218"
0.37887,52.06351,"0.37887,52.06351"
-0.05161,52.21981,"-0.05161,52.21981"
0.85168,52.29444,"0.85168,52.29444"
0.73404,52.23716,"0.73404,52.23716"
0.21391,52.13349,"0.21391,52.13349"
0.92752,52.46929,"0.92752,52.46929"
1.36564,52.59247,"1.36564,52.59247"
0.94721,52.47508,"0.94721,52.47508"
0.89179,52.22138,"0.89179,52.22138"
0.89179,52.22138,"0.89179,52.22138"
-0.11645,52.2442,"-0.11645,52.2442"
0.93101,52.47568,"0.93101,52.47568"
0.936,52.4735,"0.936,52.4735"
0.33071,52.36886,"0.33071,52.36886"
0.24939,52.0241,"0.24939,52.0241"
1.10839,52.37649,"1.10839,52.37649"
0.01927,52.08297,"0.01927,52.08297"
0.11211,52.22196,"0.11211,52.22196"
0.14651,52.29874,"0.14651,52.29874"
0.21754,52.21758,"0.21754,52.21758"
0.21054,52.38607,"0.21054,52.38607"
0.09098,52.15422,"0.09098,52.15422"
0.93454,52.46773,"0.93454,52.46773"
0.09018,52.21007,"0.09018,52.21007"
0.27736,52.40625,"0.27736,52.40625"
0.27736,52.40625,"0.27736,52.40625"
0.26182,52.39992,"0.26182,52.39992"
0.24845,52.01021,"0.24845,52.01021"
0.25015,52.36271,"0.25015,52.36271"
0.07582,52.23151,"0.07582,52.23151"
0.14516,52.1132,"0.14516,52.1132"
0.2169,52.03826,"0.2169,52.03826"
0.2169,52.03826,"0.2169,52.03826"
0.50254,52.17556,"0.50254,52.17556"
0.81022,52.24872,"0.81022,52.24872"
0.10097,52.19825,"0.10097,52.19825"
0.91622,52.28248,"0.91622,52.28248"
0.02796,52.25544,"0.02796,52.25544"
0.24922,52.40229,"0.24922,52.40229"
0.28195,51.9901,"0.28195,51.9901"
0.90731,52.23593,"0.90731,52.23593"
0.88546,52.32362,"0.88546,52.32362"
0.71806,52.3034,"0.71806,52.3034"
0.40714,52.24127,"0.40714,52.24127"
0.99781,52.40705,"0.99781,52.40705"
0.55861,52.39862,"0.55861,52.39862"
0.55861,52.39862,"0.55861,52.39862"
0.25458,52.0137,"0.25458,52.0137"
0.15216,52.19007,"0.15216,52.19007"
0.04396,52.28451,"0.04396,52.28451"
0.12183,52.29044,"0.12183,52.29044"
0.12183,52.29044,"0.12183,52.29044"
-0.01067,52.26975,"-0.01067,52.26975"
0.12308,52.28592,"0.12308,52.28592"
0.18877,52.06251,"0.18877,52.06251"
0.53361,52.41138,"0.53361,52.41138"
0.25851,52.02192,"0.25851,52.02192"
-0.03281,52.05923,"-0.03281,52.05923"
0.38095,52.30866,"0.38095,52.30866"
0.39689,52.26201,"0.39689,52.26201"
0.10927,52.24211,"0.10927,52.24211"
0.71962,52.19369,"0.71962,52.19369"
0.16345,52.21277,"0.16345,52.21277"
0.31734,52.22101,"0.31734,52.22101"
0.15882,52.17646,"0.15882,52.17646"
-0.00406,52.26935,"-0.00406,52.26935"
0.25755,52.01723,"0.25755,52.01723"
0.01596,52.31658,"0.01596,52.31658"
0.01596,52.31658,"0.01596,52.31658"
0.25946,52.01106,"0.25946,52.01106"
0.25946,52.01106,"0.25946,52.01106"
0.12182,52.20534,"0.12182,52.20534"
0.30464,52.13316,"0.30464,52.13316"
0.15633,52.09467,"0.15633,52.09467"
0.50471,52.34779,"0.50471,52.34779"
0.50515,52.34785,"0.50515,52.34785"
-0.00904,52.26906,"-0.00904,52.26906"
0.69867,52.25457,"0.69867,52.25457"
0.12739,52.2229,"0.12739,52.2229"
0.11937,52.19736,"0.11937,52.19736"
-0.119,52.24585,"-0.119,52.24585"
0.3018,52.46007,"0.3018,52.46007"
0.30183,52.45932,"0.30183,52.45932"
-0.02023,52.0484,"-0.02023,52.0484"
0.05558,52.30733,"0.05558,52.30733"
0.19042,52.20212,"0.19042,52.20212"
0.724,52.41504,"0.724,52.41504"
0.40438,52.24999,"0.40438,52.24999"
-0.07076,52.21191,"-0.07076,52.21191"
0.71679,52.24866,"0.71679,52.24866"
0.23676,52.01897,"0.23676,52.01897"
0.41078,52.24142,"0.41078,52.24142"
0.12572,52.15728,"0.12572,52.15728"
0.12572,52.15728,"0.12572,52.15728"
0.31734,52.22101,"0.31734,52.22101"
-0.02435,52.04304,"-0.02435,52.04304"
0.94164,52.48872,"0.94164,52.48872"
0.38457,52.24703,"0.38457,52.24703"
0.10998,52.24411,"0.10998,52.24411"
-0.07923,52.21925,"-0.07923,52.21925"
-0.07923,52.21925,"-0.07923,52.21925"
0.99669,52.43485,"0.99669,52.43485"
0.48596,52.31179,"0.48596,52.31179"
0.12175,52.21357,"0.12175,52.21357"
0.12161,52.21346,"0.12161,52.21346"
0.14066,52.17513,"0.14066,52.17513"
0.56037,52.26556,"0.56037,52.26556"
0.12387,52.2026,"0.12387,52.2026"
0.8796,52.19195,"0.8796,52.19195"
0.13818,52.1967,"0.13818,52.1967"
0.33459,52.33137,"0.33459,52.33137"
0.87578,52.32359,"0.87578,52.32359"
-0.02964,52.04937,"-0.02964,52.04937"
0.15765,52.19743,"0.15765,52.19743"
0.7162,52.24911,"0.7162,52.24911"
0.48516,52.30652,"0.48516,52.30652"
0.2694,52.10286,"0.2694,52.10286"
0.15558,52.2092,"0.15558,52.2092"
-0.01741,52.04898,"-0.01741,52.04898"
0.11073,52.21532,"0.11073,52.21532"
-0.01741,52.04898,"-0.01741,52.04898"
0.75237,52.40693,"0.75237,52.40693"
0.17492,52.11681,"0.17492,52.11681"
0.24442,52.413,"0.24442,52.413"
0.13889,52.22435,"0.13889,52.22435"
0.8109,52.26345,"0.8109,52.26345"
0.24718,52.40351,"0.24718,52.40351"
0.16508,52.21502,"0.16508,52.21502"
0.16508,52.21502,"0.16508,52.21502"
0.10667,52.16331,"0.10667,52.16331"
0.72717,52.42289,"0.72717,52.42289"
0.51428,52.28962,"0.51428,52.28962"
1.1268,52.37045,"1.1268,52.37045"
0.13774,52.18641,"0.13774,52.18641"
0.21315,52.18158,"0.21315,52.18158"
0.12058,52.20395,"0.12058,52.20395"
0.33128,52.41678,"0.33128,52.41678"
0.15024,52.34878,"0.15024,52.34878"
0.13354,52.17324,"0.13354,52.17324"
0.62022,52.24338,"0.62022,52.24338"
0.62022,52.24338,"0.62022,52.24338"
-0.00867,52.26932,"-0.00867,52.26932"
0.13806,52.20112,"0.13806,52.20112"
0.72418,52.23581,"0.72418,52.23581"
0.57762,52.24626,"0.57762,52.24626"
0.01951,52.23851,"0.01951,52.23851"
0.01951,52.23851,"0.01951,52.23851"
0.73105,52.40417,"0.73105,52.40417"
0.75476,52.44771,"0.75476,52.44771"
0.46887,52.07392,"0.46887,52.07392"
